company,company_link,job_link,job_title,location,new_offer,rating
Oracle,https://it.indeed.com/cmp/Oracle,https://it.indeed.com/rc/clk?jk=b44c45b540b9347d&fccid=cd22d01053af7669&vjs=3,Consulting Project Technical Manager,"Da remoto in Cinisello Balsamo, Lombardia",,3.8
Sharewood,,https://it.indeed.com/rc/clk?jk=9a10f662769d4f6d&fccid=09a3ab5a505a29b1&vjs=3,SALES PRODUCT MANAGER,"Milano, Lombardia",,
BASF Italia S.p.A.,https://it.indeed.com/cmp/Basf-df1bf734,https://it.indeed.com/rc/clk?jk=268464d89947b653&fccid=38313780e9822361&vjs=3,Automation Manager,40037 Pontecchio,,4.1
Oilalà,,https://it.indeed.com/rc/clk?jk=a4003d36d2d11932&fccid=716c541dda00dd68&vjs=3,Brand Manager,"Da remoto in Barletta, Puglia",,
TUV,,https://it.indeed.com/rc/clk?jk=e054ab14d1f615e8&fccid=172a0dae333ccf5a&vjs=3,Project Manager COM,"Volpiano, Piemonte",True,
Accenture,https://it.indeed.com/cmp/Accenture,https://it.indeed.com/rc/clk?jk=b93f61d0842b1ca3&fccid=a4e4e2eaf26690c9&vjs=3,Consultant/Manager Customer Sales & Service – Pricing Transformation [Online / Phone Recruitment],"Roma, Lazio",,4.0
Thermo Fisher Scientific,https://it.indeed.com/cmp/Thermo-Fisher-Scientific,https://it.indeed.com/rc/clk?jk=862fbf0a424164a1&fccid=126e3afd205caa95&vjs=3,Equipment Validation Lead,"Ferentino, Lazio",True,3.5
MASMEC S.p.A.,,https://it.indeed.com/rc/clk?jk=68d2dd514313e931&fccid=f8dd4f5fbf81cba2&vjs=3,IT Project Manager,70026 Modugno,,
Flex,https://it.indeed.com/cmp/Flex,https://it.indeed.com/rc/clk?jk=1b30aa7a156d7987&fccid=b4ab9735c58e3972&vjs=3,Project Manager,"Milano, Lombardia",,3.9
EFI,,https://it.indeed.com/rc/clk?jk=3985fc5f2c6da86d&fccid=55b314e2640ce4e8&vjs=3,Automation Manager,"Grassobbio, Lombardia",,
Idea luce srl,,https://it.indeed.com/company/Idea-luce-srl-impianti-elettrici/jobs/Project-Manager-4a97973d30f45fbe?fccid=08d9ed5ed402fd14&vjs=3,Project Manager,55025 Coreglia Antelminelli,True,
Magna International Inc.,https://it.indeed.com/cmp/Magna-International-6df39721,https://it.indeed.com/rc/clk?jk=8548203cf5069395&fccid=254ad00cf333484f&vjs=3,Global Lead Mechanical,"Cascine Vica, Piemonte",,3.6
Antaresvision,,https://it.indeed.com/company/ANTARES-VISION/jobs/IT-Project-Manager-72d3299e8cc1d180?fccid=0b4f60003c7280a8&vjs=3,IT PROJECT MANAGER,25039 Travagliato,True,
Alstom,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=adc117dc1049c9c7&fccid=70bbeb2771f8c8e7&vjs=3,Train Electrical Engineer,"Savigliano, Piemonte",,4.0
Omicron Group,,https://it.indeed.com/rc/clk?jk=65a2a5135976f1d0&fccid=56e59a805e8d5168&vjs=3,1279 - Project Manager - Torino,"Da remoto in Torino, Piemonte",,
Wyser,,https://it.indeed.com/rc/clk?jk=b02d0d9f00d3b4a2&fccid=4a8713d2b6afc645&vjs=3,Project Manager_Data Integration,"Roma, Lazio",True,
CAPGEMINI ENGINEERING,https://it.indeed.com/cmp/Capgemini-Engineering,https://it.indeed.com/rc/clk?jk=8caa12cd8c9776f2&fccid=80402dcb603cbc8d&vjs=3,Engineering Manager Digital,"Roma, Lazio",,3.3
CertiNergia S.r.l.,,https://it.indeed.com/rc/clk?jk=c9ed0726cb673fcf&fccid=12db5b2cadbd6f7d&vjs=3,PROJECT MANAGER – EFFICIENZA ENERGETICA,"Milano, Lombardia",,
BIBA GROUP,,https://it.indeed.com/rc/clk?jk=3db0b74c34599f01&fccid=4eced9b2643f6f18&vjs=3,Project Manager,"Verona, Veneto",,
Continental,https://it.indeed.com/cmp/Continental-b4941629,https://it.indeed.com/rc/clk?jk=fb1e6107db21ce17&fccid=6f8339707b2d6538&vjs=3,Regional Serial Maintenance Project Manager,"Torino, Piemonte",True,4.0
Adecco Italia,https://it.indeed.com/cmp/Adecco,https://it.indeed.com/rc/clk?jk=f79287c0ce22acef&fccid=fa101182bd51b2ce&vjs=3,Project Manager (Settore Edilizia),"Genova, Liguria",,3.8
Solteq | Finland,,https://it.indeed.com/rc/clk?jk=b59287feab63eae1&fccid=a16fc2c67c9cacdb&vjs=3,Project Manager,"Provincia di Firenze, Toscana",,
IBA,,https://it.indeed.com/rc/clk?jk=49106c81d88e45cb&fccid=1d110ebdf79dec02&vjs=3,Construction Project Manager,"Aviano, Friuli-Venezia Giulia",,
GSK,https://it.indeed.com/cmp/Glaxosmithkline,https://it.indeed.com/rc/clk?jk=dc4e598fd9bcc0df&fccid=4e42ec53f4b93e02&vjs=3,Senior Brand Manager Nephrology (Italy),37135 Verona,,4.2
GE Renewable Energy,,https://it.indeed.com/rc/clk?jk=f51d369cda9519aa&fccid=1a58d1f68a45eff2&vjs=3,HVP Contract Manager,20099 Sesto San Giovanni,,
Trinseo,,https://it.indeed.com/rc/clk?jk=192e02edfd9a2112&fccid=f20a2b00c43b0bec&vjs=3,Project Manager,"Rho, Lombardia",,
Deutsche Bank,https://it.indeed.com/cmp/Deutsche-Bank,https://it.indeed.com/rc/clk?jk=7cc4b1bc00cb0cab&fccid=f1d8e147024abb3f&vjs=3,Risk Methodology Analyst,"Milano, Lombardia",,3.8
S.I.P.A.,,https://it.indeed.com/rc/clk?jk=21fab9c0b9ae3471&fccid=264d90b477017c4e&vjs=3,PROJECT MANAGER JUNIOR,"Provincia di Treviso, Veneto",,
Corptape srl,,https://it.indeed.com/company/Corptape-Srl/jobs/Junior-Project-Manager-1b4457dad6888b82?fccid=42f2f98ab5a31f14&vjs=3,Junior Project Manager,"Temporaneamente da remoto in Torino, Piemonte",True,
Alstom,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=962b5870c29cd2bd&fccid=70bbeb2771f8c8e7&vjs=3,Train PrEM,"Vado Ligure, Liguria",,4.0
Alstom,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=995e41aa0935deb2&fccid=70bbeb2771f8c8e7&vjs=3,Product Industrialization Manager,"Savigliano, Piemonte",,4.0
Kyndryl,,https://it.indeed.com/rc/clk?jk=bb1d92b0d7dc6339&fccid=c7e21868d667ab79&vjs=3,Project Manager IT,"Milano, Lombardia",True,
Dacomat srl,,https://it.indeed.com/rc/clk?jk=82f5b76833a291f3&fccid=0890bea06134d5a4&vjs=3,ERP Project Manager,,,
Translated,https://it.indeed.com/cmp/Translated,https://it.indeed.com/rc/clk?jk=6910f6389e199a0d&fccid=f01705f488630cea&vjs=3,Product Manager (Enterprise clients),Da remoto in 00144 Roma,,4.0
Dedagroup spa,https://it.indeed.com/cmp/Dedagroup-Spa,https://it.indeed.com/rc/clk?jk=8aeff962fae04a73&fccid=38ae740cabbc0004&vjs=3,Project Manager,"Scandicci, Toscana",,3.7
BIP - Business Integration Partners,https://it.indeed.com/cmp/Business-Integration-Partners,https://it.indeed.com/rc/clk?jk=e0b0b3d346c3a8fd&fccid=c7fb5f7b576a671c&vjs=3,Analista Funzionale,"Roma, Lazio",,3.3
AXITEA SPA,https://it.indeed.com/cmp/Axitea-Spa,https://it.indeed.com/rc/clk?jk=b27e40a9e5ae11dd&fccid=d82ecf97e02186c8&vjs=3,IT Demand & Project Manager,"Da remoto in Milano, Lombardia",,3.1
Schneider Electric,https://it.indeed.com/cmp/Volt,https://it.indeed.com/rc/clk?jk=95a4341e22319d00&fccid=86c0b4fa6c1398be&vjs=3,Customer Project Manager - Electrical Distribution,"Stezzano, Lombardia",,3.7
Ciao People srl,https://it.indeed.com/cmp/Ciao-People-Srl,https://it.indeed.com/rc/clk?jk=4acbf7f1541e5c60&fccid=147238c326dcca74&vjs=3,Corporate Communications Manager (sede Napoli),80123 Napoli,,4.7
Alight,,https://it.indeed.com/rc/clk?jk=ebf2148750d1a1e6&fccid=c35833abe06c86e0&vjs=3,"Pre-Sales, Lead Specialist","Roma, Lazio",True,
CPI-ENG SRL,,https://it.indeed.com/rc/clk?jk=457414130da1255b&fccid=aa390b0c69b01a1f&vjs=3,PROJECT MANAGER,"Trieste, Friuli-Venezia Giulia",,
E80 Group SpA,,https://it.indeed.com/rc/clk?jk=a93c322be8a0c0e4&fccid=dd616958bd9ddc12&vjs=3,Project Manager,42030 Viano,,
MARCHI s.r.l,,https://it.indeed.com/company/MARCHI-S.R.L/jobs/Responsabile-Commerciale-16a435e9e7649e0a?fccid=57316bf26a4f4282&vjs=3,Responsabile Commerciale,"Modena, Emilia-Romagna",,
BIP - Business Integration Partners,https://it.indeed.com/cmp/Business-Integration-Partners,https://it.indeed.com/rc/clk?jk=40975644c3cdab02&fccid=c7fb5f7b576a671c&vjs=3,PMO con competenze IT/BPR in ambito Banking (Public Sector),"Roma, Lazio",,3.3
Tecnimont,https://it.indeed.com/cmp/Maire-Tecnimont,https://it.indeed.com/rc/clk?jk=4443e76be4bf2c73&fccid=a934c314dc480f14&vjs=3,STATIC EQUIPMENT PROJECT LEADER,"Milano, Lombardia",,4.0
AKKA TECHNOLOGIES,https://it.indeed.com/cmp/Akka-Technologies,https://it.indeed.com/rc/clk?jk=3785cad603e51bc0&fccid=865214cc5e8fd92a&vjs=3,Project Manager,"Bologna, Emilia-Romagna",,3.1
Hitachi Europe S.r.l. (Italy),,https://it.indeed.com/rc/clk?jk=94ebbc03d1bbeeac&fccid=002e3ca97d244554&vjs=3,Deputy Site Service Manager (Radiotherapy),27100 Pavia,,
Descor,,https://it.indeed.com/rc/clk?jk=1c5f9f9227b1af8a&fccid=713df2e6c84ac039&vjs=3,ANALISTA FUNZIONALE JUNIOR,"Roma, Lazio",,
Avangarde Consulting,,https://it.indeed.com/rc/clk?jk=17d7daa220725ab0&fccid=a8a8f5986775299f&vjs=3,Project Manager,"Milano, Lombardia",,
Intrawelt,,https://it.indeed.com/company/Intrawelt/jobs/Marketing-Manager-e5ce0e8dad17240a?fccid=227a4e3946c44b12&vjs=3,Marketing Manager,63812 Porto Sant'Elpidio,,
Badenoch + Clark,https://it.indeed.com/cmp/Badenoch-&-Clark,https://it.indeed.com/rc/clk?jk=ca20c1b6d7eeccb9&fccid=5f51a094e00466b7&vjs=3,Sr Proposal Manager,"Roma, Lazio",,3.5
W&H Sterilization srl,,https://it.indeed.com/rc/clk?jk=20e28daff955936b&fccid=a2a6a462e79fae11&vjs=3,Project Manager,"Brusaporto, Lombardia",,
isobar,https://it.indeed.com/cmp/Isobar,https://it.indeed.com/rc/clk?jk=7a6a47be86b5b8a9&fccid=a3cd1537c715fc58&vjs=3,Technical Project Manager,"Milano, Lombardia",,3.7
CBIM,,https://it.indeed.com/rc/clk?jk=a0446d63ef6ca5d4&fccid=4dfe895d78d2fcf7&vjs=3,PROJECT MANAGER,"Pavia, Lombardia",,
Sidel,https://it.indeed.com/cmp/Sidel,https://it.indeed.com/rc/clk?jk=027717d6a508a118&fccid=3279269af0f281cc&vjs=3,Project Manager Proposal,"Parma, Emilia-Romagna",,3.9
FMC,https://it.indeed.com/cmp/Fmc-Corporation,https://it.indeed.com/company/FMC-Corporation/jobs/Improvement-Engineer-Ehs-Manager-cb8a5ea3cc693423?fccid=2e3f36bc3cf64031&vjs=3,Improvement Engineer & EHS Manager,Da remoto in 20078 San Colombano al Lambro,True,4.0
Ali Spa,https://it.indeed.com/cmp/Ali-Spa,https://it.indeed.com/rc/clk?jk=ad7e2ab6527ed4e0&fccid=ec9ee34ae0c408ab&vjs=3,PROJECT MANAGER,"Ancona, Marche",True,3.8
Badenoch + Clark,https://it.indeed.com/cmp/Badenoch-&-Clark,https://it.indeed.com/rc/clk?jk=799f05092394ae92&fccid=5f51a094e00466b7&vjs=3,Project Manager Chassis Sport Race,"Torino, Piemonte",,3.5
ALSTOM,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=87ff35a740f0bc9e&fccid=70bbeb2771f8c8e7&vjs=3,Product Manager,"Savigliano, Piemonte",,4.0
Humanagest S.p.A,,https://it.indeed.com/company/Humanagest-S.p.A/jobs/Market-Research-Manager-9928e1f413bad83e?fccid=14616dadea65df03&vjs=3,MARKET RESEARCH MANAGER,"Roma, Lazio",,
Wyser,,https://it.indeed.com/rc/clk?jk=2e45937595f0a4a7&fccid=4a8713d2b6afc645&vjs=3,Project Manager - Risk Management,"Milano, Lombardia",True,
Reverse SpA,,https://it.indeed.com/rc/clk?jk=134c7200d1b33cf5&fccid=330c32af78bf1afd&vjs=3,IT PROJECT MANAGER,"Da remoto in Roma, Lazio",,
Oliver James Associates,,https://it.indeed.com/rc/clk?jk=5032cb948bce1321&fccid=f9e878a529d07726&vjs=3,Project Manager,"Cagliari, Sardegna",True,
AZIENDA PRODUZIONE MAKE-UP CONTO TERZI,,https://it.indeed.com/company/RED-OF-VIEW-S.R.L./jobs/Project-Manager-0954c2c56cbe33d1?fccid=7430eab1d821b7ee&vjs=3,Project Manager,26013 Crema,,
Parsec srl,,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BbpBFXy2H0FoZF00V54ADAwOqGtzzCxuHbagvfPkdk-JPSBzUXc6mzZ8MMr76biXrAFhES8hPDilu9tuB2VBN-uiY8APShSVLnq61SNFqpgl1764uf2EWM7crjBUFv_vA0Ybal6Cyatx_Z3VilQqqNkNR4aJJEW7cSOJAQirN6zj0qXwkOiGfMvCc1oUjZgUamNn-jR9Q0WQS43XM1L4JpwWLyrjxdFz_IvXoJ2ROruN1R1Lob_Ep1SU3SxlMNdl1JvOyq5oeEwjRFfDP7M2gPKeAXPJEWjaXiI07gHdD2deYbNF4GYI6rYPONJoArvP9zh_EasLIPU5SvCSOeD9daBJ_980TI7qj6VPeDUCtHT09Hnq2KPIVxBojV-cN2Qu7N_3diKIkgwS8UKi3X_KOeY7hfrz_YxLVFPCWqVYPdOIADjGiCH77m6bjG3KTm6AF_wx3rXYNZncU9lCDkS9cpmjZ7WUKY8JA=&p=5&fvj=1&vjs=3,Sviluppatore C#,"Da remoto in Firenze, Toscana",,
DIAGRAMMA,,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B1siQVzcYcEFePQUxcU74yjClAXuUl2JeauMohDBanhkaDtWSC5j2Uqi0sLaqJYA0KP-PfoAq57Jcv6DKFEceaQaPoGoNusWipFzwxidYEyGPhyjPiahfnfQdGEUzflmLVyaFUJ8ReVp8LxI3F9Il4gjpvZBLoxSNwdyAa3B249u_q2LvzjlUg_l4O5naKVUEzmD2YakMsy7cWOC3QE1Uo9Py1PxGFKAmtZ2uFPTl4DWZVsYjdpFVXWCfPKYerJj6m1TNJRcrzXJ_B33r9sbkxiPAhAjdI-qe7EDL-rwX-2I2IO453wC3Ixpsc5l4TRNL3ubrjLX-6G01p2aZ44qfcClz198QvS7SJoNX70fETjXb7rFPKKmkvZnfIe8Q84QyRWz2eRWNOsnaWBSlW-bQ26xlKJNqJQBvHN8zdFQbZOAPIvub2zeYWp7vAuZkLjGn4MCzD2Qdd_GBZiUcManhp3P-Y67FrbIfG0RtDF3EWKg==&p=6&fvj=1&vjs=3,Programmatore PYTHON,20122 Milano,,
Toscana Edilizia,,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CHCvwjE1-bc7DPStreQqSybP37EGBUhZ0G3ZkFDmkw91IwZe1pk7UcOJfOHlnxrnH_nva84cY7nlzvodgYaQ0cTntQYR4Ju6IzpRvrktMkCzWxNAjDMaGlVlL57Z_LwbscQRqpbbqv6SHg79GQsMhdQRfVeVBR7BcjFnqpc0a_Tda-I2o9TbEG0Y8RFxLjVeorxS4AxriQSHdSF95YXdHZxuAfMumHmhgUUr3WEYhV1rSuQ-bjk13ycCDfV9E9P8Z2DmBkTH1g891qPPC3tVOyBJQUGnBnpiduA4o-MyqhYpj3U74bqHmjJ-MJRtS7oodr3Ed25uEK0RYvl0OEg4qog6S6ayl4o6Djxr5Nbz2hMIFd4I35SymL9BztRkxVQpD2nTizMPucMjGa3L_xMGM1f26YKPtcpIQjmLa55q54Hm34Opd_9tkAsIV1dO2ZEJpE092IAirb0XFZ6iv0-RJucvcnAcxo71pQwnmzLRhxtEzu0PlcFCTITCjBFD1zOn7UL18RlN7-NuFMUpQ-0sGo_P4mf5iBOVdNepjh2qnZXw==&p=7&fvj=1&vjs=3,Project Manager - Capocommessa - Geometra / Ingegnere / Architetto,56010 Vicopisano,,
Metodo,,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C50NJ10b0RIrbLJip1CwM2WdhwemGCjtnkjTxk0hLMq5_H-y9LO7yw-dHFHl2jTZnUzSOz1zuiwXE7N-RSHKzkh4cNwREDA6tZaz5nB2mLgWM8wi8abjHYCnAXdisaPb7v3zJI9PMrG75ZUVrD0h0E-f7cEw5f3yqGCjEXl-yc9jJo6zEj1exA4M9XroZUSd40O5arOZw1ySAanu5KCFRzlA6-cMAeD85aLiSkV1hi46Zk3vrVzGp5IglciJAScHWH8rcqwlD3dVrdkSw40iCmpd9fWSaPWjkqQXL2EpahFmwCQFzCen9KyAhtUujNECFhFMnzkYi3IcQ6X6MSIhWArSaU7BBWrrQ9DOt-uJWamWnHiRcYvySiZd1EN1t1eZ-Nzqa0XTzTIMfjyl4ot03k910qKwBo5qnd2gIYb12QzBCNGfcT9TrfWRrQxADWDxUM6d9G0XHlU3Cv2PfbqrCSAk-K_zL2d36-m2FPupp4Hw==&p=8&fvj=1&vjs=3,Web Developer Full Stack,57123 Livorno,,
Monkeydu Srl,,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DBV9KRH_A4IGXQCEurwT9Qibxr7CJFckaVYV5oCs4IUq3AIwcwBgxm9s65FXgsxGOYjmnTMAx1gkSi-ALKa1VBrOkWuS4ppWxDLIMEhVuCgOvoccAqBDt8u3LWWloE03BaVPHRR1w8AXvMK0DT2rN8x1X4KlV2p4p6P7J-F1ylkgMMcvAU49FE9bsh-dOBaAJn4bQduuDJyY9vc2YlwWeFN7u4aTPZKWbd7TAuDUr_iWYOohSmGuqs5gsGKHMpKmTLmO3KlLkTImcLEod4S4mh25W23y5RnKu54O1hWlA9rwla92sLQHZ3J2lHvojI_rnM1B9a7b8hpK9NMg6IFQB0CmTYMMkf70v9_cwcAavcoobOAJm7yTO13a3hBf8sibF4nTv4zSzKHCFvq4aiSYrBWguk0s_woSDxcRTI3Fy4hw4iKFLv9Jx3AloP74WblG9j1pXjqfKcwrPjF8gLwoZA3sarjKu3qfCh3rghkTL0DNtPpv2YbEzOKPH-7uSUO8ZdhHplF4C_xCQb0th_nOaHslJZK933nUbDejiz6eF8Aw==&p=9&fvj=1&vjs=3,Project Manager – disegnatore progettista di allestimenti fieristici,"Reggio Emilia, Emilia-Romagna",,
SCR Selezione e consulenza per le risorse umane,https://it.indeed.com/cmp/Scr-Selezioni,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3NNGxT3aRV_DNXTrJj1uNtvOOnhMZBDkTlap2xm56KErkBoEn4mdRRMsGHfbZNmvDEq0mCzzZAeycnWEKQgsLkC8brWD9k07xut4VlnOtJO-HMjHa9H5QJf6VrrrKyslK692BUC_fuALX5itQjdgR8oR3K5E_LUGtUJeh7YM4XPY--emFqTAq3NxqNkxqdF0BLgtz_N5V6f5zlFJKK9RLvVJc6hOpgt4eSIrHh6xEDd1KDNA2wGCuaPRrBEJHzliYdVxpk0EOSbdLvm3X2cs0yLO8ik1ye5AQWph-O4IW21DZFhb9t96IiClr2oyFRWCfxxelY5HQqS7SBVQNDtyH2D1bCmkllAGcfZxHF5xL30X6wjVlb4-Wg6AMW_miZZk3FrMqgwLevdYxCZoBAmPFiOxEmFvY4sxjY7g_w3b7aoBhSsYRekfxoaMfFzn_nDm062MRDdRvxrwdidj2EELhbhGAh2yHGnwQxfTUfK5WfQYw7yC6LokLhn7ZoCutKobiomOdPJxvueiTif6fUJFwaRpyaTo6o1Tfe661gMcJeqDlhpGkqnjsI7tHaLSZDGYRINwugBet053fdIZkL3l0ZrpdYclJ2d0YSfI3Rv2z0qr8w2HGoNIOdiQ7_ogYd5EwIQA0GFo3Z0L1NSxEvxgjC6RyZDJhRfbv5_b0QocInb6DP5XkobINaYMXl2wmww9JqhA2zwA6KMUmNyXVz4HvCSR9O564f0hGIC9j-qocGo4ulSqq-BtGhd6XxIX-lVHFDi7un4B9qM_fvDygVTVfWwxEM8_sKlw=&p=10&fvj=0&vjs=3,IT Project Manager,Temporaneamente da remoto in 47900 Rimini,,3.7
Alten,https://it.indeed.com/cmp/Alten,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D9LWBwtLvJJOOZ-_lRek1LnK43xi3T73sSgFV9q4bxxB2h6OUZ-5WQnnPL8ByZEs96orN1EDBGZtXLf0GH_yXij2AjqwtTqjuYTyCdywIoTFs4cLGI52dEfuZs6XPbCFqyaRLS-FPdsH2TJeKXW62lxUkmPKjwfFz3u4WNH-FH9Sdfn7qnexbjerjr3KkvWt80eaDnD1PyINzdnsesA9bRJjj0hCxsf6g5PeZFCfMuKoOBWsIIQM7WXOR0YwpvLDAJMF2grhrmmZ_VMLi4vmlX9oUvJwWR5KO2eVDngx2FdFSQ9ppAL7hHcXo_uqlPZ_7ru6SWFcf-vuI0GsaZUxOQh3_DTfS_X-4aIitcdYDoVuJYaJvbaLSelajIVDd--sNE_A3dH5Z-nEsnnrbcTZv8Ky9XUEwxfKdYoVVcp4jLnUuicAJFkdb2V3NbO9-sKYWtpjXC5Zb1IwbzJVf864aiHLnE-N9OpQYjwNKATnq2MvE1EU3T3YmF&p=11&fvj=1&vjs=3,Project Manager - TELECOMMUNICATION,"Milano, Lombardia",True,3.0
Sinapps - T Project Group srl,https://it.indeed.com/cmp/Sinapps-1,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bao9bz_n9uC-tOs3myKWkBIgXgQMYniOD2HfByFFMapYj1aAgRfrK9MY-urI54Xa3ClRkYej32e3Lu5sOh4dKcR62aYvv0BTY_o35I-mRtqjJPtKIR90k_hTmKRXt5naSeTvQ2YAPDZl2zmgAfZjOr8VzJ35-R6bHjw2EBu2Kbtm3a_vojYZthgC_ZFlXaNNsjKc5ArDeWC_YXB1RL4-luehsXV5IPILvXCdmwGBlFKrlXqS92oEWwcxRmIPYlefggHb-ES_IfPOLs4REkuoiAMvNrKc_I7js2eeJI0sU8tRi_nV4LrFRXPuztHbS6PNCrdk0OjNm_bBzs5f5JRiZyWjFQiF7Y04ya8jMcg6NAFPddKgpOhIKNrYx1lCuEYUlG21ELwkjO7Nz3JVcIdjKmoKMuc-DDfs54ZOYNBn5gpbhwiU6lTHbyw8UULTq00sK7d8I9NLyyRpHCxWjioiA0e0dxxhBKiQ-pPjv4U3WrhNSI20oHXjCO&p=12&fvj=1&vjs=3,Senior Advertising Executive,Temporaneamente da remoto in 26900 Monza,,2.5
VOODOO,,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BNT9pK11HEHDUvggpaqsiXAYhe_8SCnPsaDhPAesEoWfDvtD8z0C0dUAas0TxyHweYDQ2VZTC-c1UzyR_iyaRyo7B6UEno_XAQEQlYtVVupBzD9ZEQqc_JpxygrVfHZS2n55ncVKZt3gf7mR773O3m1ltsr2Yq3scTm-ZI7SNoFrADmszsN_Ek9cowchjRcoe3vxLZn4O_TsC7vhqfM0j2NXJ7klp3Ymp8WC4RChoWI65xMIckIJSWdgboXpSZTq5wn-rrWYj9I0iDqFwgY1gc_GAZpHxQyRm7XWpuew9j_y8VUalBGs-drvubDRIKt-s6pndyJWIs2i3p1pXFQfdu5DgcTbX6GqooVZJ3zltSWz_2yv-mhpK5h8ASkkA52r0PuKxkMHqK86GNPdIhnhfBOkc-RjgQoJpcP9z8Vp1CRytaB4-eqWVUd3_AENFRNFIpjCESpT7o82P07D7aFQl2KuuKs6FsBqk=&p=13&fvj=1&vjs=3,Digital Project Manager,"Milano, Lombardia",True,
geoJOB Recruitment S.r.l.,https://it.indeed.com/cmp/Geojob-Recruitment-Srl,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A1iWrF1tJWCODM6s09i9ENAgWGuVj8b2IMqvAZyuv675RnkjMw58jEKdKTnKsoX82hEDMVt7g2nehwJSbxOflFIZZcqivbSFnwO7waHeH0c-aKoYXKN8WcBlCoyfyeZm1uF3xCyy37QBmUjZdnSEqKWkZEKE_N-bFthWddIhRkcR6V6IVamMnpTruRIIZVREICXLMq7aBCrT3SjFZjnaGSNM8SkihMYjb8iV5BHyKXcjFFDbljwbdOBjU-9iQaLTx82EA_bUQ0gEvxa1387q_eJ-J2pcr-mc3GkY2p3dAX_JQDHohPu8B-jET12iuWBWN7BK8-Lz9wonlaHwbe5YQZRyn85I1QPQsn1B07dBAlqM7qul3dwnke5_315a-smVkfNlxv39-F5x2joJoPYEG-uEo4voQ9pdpTk_WWhFIbg-s_BzCdOKPJy0nwqPqYVGrx8fozgPBHHFFU1xpfwZZzVXB6Zru_H_AX26V2BlUTVdj74FigdT-qVn88_O3uvfZ7Slmi3abzuuKrohtvGJ3wXL2GeDIenUC4xWljEOEa1o_r4aHd5XC9a0nIFbN_mpqQiPenqK6BSv-Wz59uA-oPimWiK4OYB51z-H0ubNyaUw==&p=14&fvj=0&vjs=3,Site Logistics assistant,20100 Milano,,5.0
geoJOB Recruitment S.r.l.,https://it.indeed.com/cmp/Geojob-Recruitment-Srl,https://it.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A1iWrF1tJWCODM6s09i9ENAgWGuVj8b2IMqvAZyuv675RnkjMw58jEKdKTnKsoX81DwbuoQQ7H5oXCLMv7OxbN8ZHj3mMniQ-MjFolFoWvKtEYgCiBKPTpbU693Pahf6bK_1xnTp-Qatkkk-8pjMm7IPjU0Dpm2o6HwQYJ_kzP4OCpKtTKTmFw-eW2R8Y3F7sr0M3wo7ytLHPDC6Zwt7o3blqWrJ8TV3nMF6SPZFgNV7ZXhrThSabhssp-MY7T8ucIP-2d2u8plX6qRabmrnXecKjjhfE9xoz69amMER-nTVyD0W0LlxkSn_rflkeE70iCitRgvVEAwxD8afJHt-qJws2K23ZTnSEcGtVYDNZT6bOuidsD-vMqsll2VhTHoUcLhLnVxK07i0FsGLsPf9mqyMqlhkAZiKWyPhvTysVsoj8b6kwr5uHCUY_-EcVbUBjV9eb-etekSP9hrB8PQmWcng8gMJWQy9jOEIAR3w7dyQYQD3yGmS_-anIUS-MwP-A9ZmVLSyCUeAUvSUnYbHLosvp1UzUSxdzyGUboH93BCoFsEMbHDW2Ivq-aJzn4mg-XkGAhpHIrg98lqHDtlTKMyKBjbeEFPG2s-frY63uS0ysZrCKgyU-7ZbaByehD-VuX_vF4ZVzTiNiqm3ZboFva&p=0&fvj=0&vjs=3,BUYER- WATERFRONT GENOVA,16129 Genova,,5.0
